TIMESTAMP,signal_4_Avg(1),signal_4_Avg(2),signal_4_Avg(3),signal_4_Avg(4),signal_4_Avg(5),signal_4_Avg(6),signal_4_Avg(7),signal_4_Avg(8),signal_4_Avg(9),signal_4_Avg(10),signal_4_Avg(11)
4/6/16 9:00,44.06,40.75,34.62,41.99,30.46,0.923,0.168,0.235,0.067,43.99,0.235
4/6/16 9:00,44.06,40.75,34.62,41.99,30.46,0.923,0.168,0.235,0.067,43.99,0.235
4/6/16 10:00,43.97,40.72,33.8,41.96,30.42,0.957,0.168,0.235,0.067,43.28,0.235
4/8/16 16:00,43.53,39.77,34.75,42.31,30.86,0.923,0.168,0.235,0.067,36.9,0.235
4/8/16 17:00,43.41,39.82,34.5,42.32,30.73,0.962,0.168,0.235,0.067,34.83,0.235
4/8/16 18:00,43.49,39.84,34.53,42.33,30.73,0.912,0.168,0.235,0.067,30.69,0.235
4/8/16 19:00,43.7,39.84,34.72,42.43,30.68,0.906,0.168,0.235,0.067,30.07,0.235
4/8/16 20:00,43.87,39.82,34.86,42.57,30.61,0.906,0.168,0.235,0.067,30.91,0.235
4/8/16 21:00,43.94,39.84,34.88,42.65,30.62,0.89,0.168,0.235,0.067,40.73,0.235
4/8/16 22:00,43.99,39.85,34.85,42.65,30.59,0.873,0.168,0.235,0.067,39.38,0.235
4/8/16 23:00,44.1,39.95,34.77,42.63,30.6,0.867,0.168,0.235,0.073,41.74,0.235
4/9/16 0:00,44.28,40.27,34.66,42.78,30.55,0.856,0.168,0.235,0.073,40.1,0.235
4/9/16 1:00,44.48,40.66,34.62,43.17,30.55,0.839,0.168,0.235,0.078,29.91,0.235
4/9/16 2:00,44.64,40.87,34.54,43.45,30.49,0.839,0.168,0.235,0.084,36.41,0.235
4/9/16 3:00,44.77,40.92,34.39,43.58,30.45,0.839,0.168,0.235,0.067,55.07,0.235
4/9/16 4:00,44.94,40.92,34.35,43.67,30.41,0.839,0.168,0.235,0.073,54.05,0.235
4/9/16 5:00,45.14,40.92,34.31,43.63,30.41,0.839,0.168,0.235,0.084,53.31,0.235
4/9/16 6:00,45.4,40.93,34.36,43.56,30.41,0.839,0.168,0.235,0.084,53.41,0.235
4/11/16 11:00,45.53,41.08,35.65,43.25,31.65,0.94,0.168,0.235,0.067,53.8,0.235
4/11/16 12:00,45.33,40.9,35.26,43.12,31.57,0.923,0.168,0.235,0.067,55.98,0.235
4/11/16 13:00,45.28,40.76,35.09,43.07,31.45,0.906,0.168,0.235,0.067,57.95,0.235
4/11/16 14:00,45.29,40.65,34.83,43.14,31.33,0.89,0.168,0.235,0.067,57.19,0.235
4/11/16 15:00,45.29,40.65,34.74,43.29,31.25,0.873,0.168,0.235,0.067,57.08,0.235
4/11/16 16:00,45.42,40.76,34.71,43.49,31.18,0.856,0.168,0.235,0.067,57.18,0.235
4/12/16 9:00,44.22,40.06,34.37,42.68,31.41,0.907,0.168,0.235,0.067,53.24,0.235
4/12/16 10:00,44.09,39.96,34.2,42.56,31.27,0.951,0.168,0.235,0.067,51.97,0.235
4/12/16 11:00,44.17,39.93,34.13,42.54,31.24,0.906,0.168,0.235,0.067,54.37,0.235
4/12/16 12:00,44.34,40,34.28,42.69,31.22,0.884,0.168,0.235,0.067,59.37,0.235
4/12/16 13:00,44.49,40.16,34.21,42.91,31.15,0.862,0.168,0.235,0.067,62.24,0.235
4/12/16 14:00,44.56,40.13,34.26,43.08,31.09,0.839,0.168,0.235,0.067,57.66,0.235
4/12/16 15:00,44.61,40.06,34.23,43.18,31.05,0.839,0.168,0.235,0.067,58.04,0.235
4/13/16 10:00,44.12,39.89,34.34,42.67,31.01,0.927,0.168,0.235,0.067,39.37,0.235
4/13/16 11:00,44.17,39.85,34.17,42.56,30.94,0.923,0.168,0.235,0.067,46.87,0.235
4/13/16 12:00,44.37,39.93,34.14,42.59,30.83,0.906,0.168,0.235,0.067,65.32,0.235
4/13/16 13:00,44.71,40.08,34.1,42.86,30.77,0.889,0.168,0.235,0.067,65.97,0.235
4/13/16 14:00,45.13,40.18,34.06,43.16,30.73,0.85,0.168,0.235,0.067,86,0.235
4/13/16 15:00,45.45,40.18,34.13,43.45,30.71,0.839,0.168,0.235,0.067,105.9,0.235
4/13/16 16:00,45.7,40.24,34.25,43.71,30.71,0.839,0.168,0.235,0.067,137.8,0.235
4/14/16 9:00,44.16,39.51,34.39,42.58,31.38,0.839,0.168,0.235,0.067,57.89,0.235
4/14/16 10:00,43.96,39.38,33.99,42.53,31.25,0.934,0.168,0.235,0.067,88.7,0.235
4/6/16 9:00,44.06,40.75,34.62,41.99,30.46,0.923,0.168,0.235,0.067,43.99,0.235
4/6/16 10:00,43.97,40.72,33.8,41.96,30.42,0.957,0.168,0.235,0.067,43.28,0.235
4/8/16 16:00,43.53,39.77,34.75,42.31,30.86,0.923,0.168,0.235,0.067,36.9,0.235
4/8/16 17:00,43.41,39.82,34.5,42.32,30.73,0.962,0.168,0.235,0.067,34.83,0.235
4/8/16 18:00,43.49,39.84,34.53,42.33,30.73,0.912,0.168,0.235,0.067,30.69,0.235
4/8/16 19:00,43.7,39.84,34.72,42.43,30.68,0.906,0.168,0.235,0.067,30.07,0.235
4/8/16 20:00,43.87,39.82,34.86,42.57,30.61,0.906,0.168,0.235,0.067,30.91,0.235
4/8/16 21:00,43.94,39.84,34.88,42.65,30.62,0.89,0.168,0.235,0.067,40.73,0.235
4/8/16 22:00,43.99,39.85,34.85,42.65,30.59,0.873,0.168,0.235,0.067,39.38,0.235
4/8/16 23:00,44.1,39.95,34.77,42.63,30.6,0.867,0.168,0.235,0.073,41.74,0.235
4/9/16 0:00,44.28,40.27,34.66,42.78,30.55,0.856,0.168,0.235,0.073,40.1,0.235
4/9/16 1:00,44.48,40.66,34.62,43.17,30.55,0.839,0.168,0.235,0.078,29.91,0.235
4/9/16 2:00,44.64,40.87,34.54,43.45,30.49,0.839,0.168,0.235,0.084,36.41,0.235
4/9/16 3:00,44.77,40.92,34.39,43.58,30.45,0.839,0.168,0.235,0.067,55.07,0.235
4/9/16 4:00,44.94,40.92,34.35,43.67,30.41,0.839,0.168,0.235,0.073,54.05,0.235
4/9/16 5:00,45.14,40.92,34.31,43.63,30.41,0.839,0.168,0.235,0.084,53.31,0.235
4/9/16 6:00,45.4,40.93,34.36,43.56,30.41,0.839,0.168,0.235,0.084,53.41,0.235
4/11/16 11:00,45.53,41.08,35.65,43.25,31.65,0.94,0.168,0.235,0.067,53.8,0.235
4/11/16 12:00,45.33,40.9,35.26,43.12,31.57,0.923,0.168,0.235,0.067,55.98,0.235
4/11/16 13:00,45.28,40.76,35.09,43.07,31.45,0.906,0.168,0.235,0.067,57.95,0.235
4/11/16 14:00,45.29,40.65,34.83,43.14,31.33,0.89,0.168,0.235,0.067,57.19,0.235
4/11/16 15:00,45.29,40.65,34.74,43.29,31.25,0.873,0.168,0.235,0.067,57.08,0.235
4/11/16 16:00,45.42,40.76,34.71,43.49,31.18,0.856,0.168,0.235,0.067,57.18,0.235
4/12/16 9:00,44.22,40.06,34.37,42.68,31.41,0.907,0.168,0.235,0.067,53.24,0.235
4/12/16 10:00,44.09,39.96,34.2,42.56,31.27,0.951,0.168,0.235,0.067,51.97,0.235
4/12/16 11:00,44.17,39.93,34.13,42.54,31.24,0.906,0.168,0.235,0.067,54.37,0.235
4/12/16 12:00,44.34,40,34.28,42.69,31.22,0.884,0.168,0.235,0.067,59.37,0.235
4/12/16 13:00,44.49,40.16,34.21,42.91,31.15,0.862,0.168,0.235,0.067,62.24,0.235
4/12/16 14:00,44.56,40.13,34.26,43.08,31.09,0.839,0.168,0.235,0.067,57.66,0.235
4/12/16 15:00,44.61,40.06,34.23,43.18,31.05,0.839,0.168,0.235,0.067,58.04,0.235
4/13/16 10:00,44.12,39.89,34.34,42.67,31.01,0.927,0.168,0.235,0.067,39.37,0.235
4/13/16 11:00,44.17,39.85,34.17,42.56,30.94,0.923,0.168,0.235,0.067,46.87,0.235
4/13/16 12:00,44.37,39.93,34.14,42.59,30.83,0.906,0.168,0.235,0.067,65.32,0.235
4/13/16 13:00,44.71,40.08,34.1,42.86,30.77,0.889,0.168,0.235,0.067,65.97,0.235
4/13/16 14:00,45.13,40.18,34.06,43.16,30.73,0.85,0.168,0.235,0.067,86,0.235
4/13/16 15:00,45.45,40.18,34.13,43.45,30.71,0.839,0.168,0.235,0.067,105.9,0.235
4/13/16 16:00,45.7,40.24,34.25,43.71,30.71,0.839,0.168,0.235,0.067,137.8,0.235
4/14/16 9:00,44.16,39.51,34.39,42.58,31.38,0.839,0.168,0.235,0.067,57.89,0.235
4/14/16 10:00,43.96,39.38,33.99,42.53,31.25,0.934,0.168,0.235,0.067,88.7,0.235
4/14/16 11:00,43.92,39.31,33.9,42.37,31.11,0.906,0.168,0.235,0.067,NAN,0.235
4/14/16 12:00,44.04,39.4,33.84,42.43,30.91,0.884,0.168,0.235,0.067,NAN,0.235
4/14/16 13:00,44.27,39.53,33.87,42.58,30.83,0.839,0.168,0.235,0.067,NAN,0.235
4/14/16 14:00,44.59,39.57,33.92,42.79,30.77,0.839,0.168,0.235,0.067,NAN,0.235
4/14/16 16:00,45.47,39.84,34.3,43.66,30.84,0.805,0.168,0.235,0.067,NAN,0.235
4/14/16 17:00,45.48,39.81,34.26,43.77,30.84,0.839,0.168,0.235,0.067,NAN,0.235
4/14/16 18:00,45.64,39.88,34.33,43.97,30.84,0.839,0.168,0.235,0.067,NAN,0.235
4/14/16 19:00,45.8,39.93,34.37,44.11,30.91,0.839,0.168,0.235,0.067,NAN,0.235
4/14/16 20:00,45.81,39.97,34.33,44.15,30.96,0.839,0.168,0.235,0.067,NAN,0.235
4/14/16 21:00,45.75,40,34.23,44.11,31.03,0.839,0.168,0.235,0.067,NAN,0.235
4/14/16 22:00,45.66,40.05,34.1,43.98,31.09,0.839,0.168,0.235,0.067,NAN,0.235
4/14/16 23:00,45.58,40.11,34.05,43.82,31.12,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 0:00,45.49,40.16,33.99,43.64,31.12,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 1:00,45.42,40.19,33.97,43.47,31.1,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 2:00,45.37,40.25,33.93,43.31,31.07,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 3:00,45.3,40.25,33.84,43.16,31.03,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 4:00,45.25,40.26,33.88,43.04,31.01,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 5:00,45.22,40.32,33.85,42.94,30.99,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 6:00,45.23,40.39,33.85,42.88,30.96,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 7:00,45.23,40.46,33.88,42.83,30.96,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 8:00,45.25,40.51,33.9,42.81,30.98,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 9:00,45.31,40.52,33.93,42.81,31.17,0.834,0.168,0.235,0.067,NAN,0.235
4/15/16 10:00,45.41,40.57,34.01,42.83,31.33,0.8,0.168,0.235,0.067,NAN,0.235
4/15/16 11:00,45.45,40.58,33.99,42.89,31.43,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 12:00,45.6,40.63,34.02,42.95,31.6,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 13:00,45.78,40.64,34.06,43.11,31.74,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 14:00,46.05,40.66,34.11,43.35,31.85,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 15:00,46.3,40.71,34.22,43.63,31.99,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 16:00,46.5,40.76,34.33,43.89,32.09,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 17:00,46.67,40.84,34.48,44.1,32.21,0.833,0.168,0.235,0.067,NAN,0.235
4/15/16 18:00,46.77,40.93,34.49,44.27,32.3,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 19:00,46.87,41.03,34.6,44.39,32.41,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 20:00,46.86,41.05,34.59,44.46,32.51,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 21:00,46.72,41.12,34.54,44.39,32.59,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 22:00,46.55,41.2,34.47,44.22,32.65,0.839,0.168,0.235,0.067,NAN,0.235
4/15/16 23:00,46.43,41.31,34.45,44,32.67,0.839,0.168,0.235,0.067,NAN,0.235
4/16/16 0:00,46.43,41.4,34.45,43.83,32.7,0.839,0.168,0.235,0.067,NAN,0.235
4/16/16 1:00,46.37,41.42,34.47,43.69,32.71,0.839,0.168,0.235,0.067,NAN,0.235
4/16/16 2:00,46.36,41.41,34.44,43.6,32.7,0.839,0.168,0.235,0.067,NAN,0.235
4/16/16 3:00,46.35,41.42,34.45,43.52,32.72,0.834,0.168,0.235,0.067,NAN,0.235
4/16/16 4:00,46.38,41.48,34.51,43.49,32.74,0.795,0.168,0.235,0.067,NAN,0.235
4/16/16 5:00,46.39,41.53,34.49,43.51,32.74,0.828,0.168,0.235,0.067,NAN,0.235
4/16/16 6:00,46.43,41.58,34.51,43.49,32.74,0.839,0.168,0.235,0.067,NAN,0.235
4/16/16 7:00,46.53,41.66,34.54,43.52,32.8,0.839,0.168,0.235,0.067,NAN,0.235
4/16/16 8:00,46.63,41.73,34.58,43.56,32.86,0.839,0.168,0.235,0.067,NAN,0.235
4/16/16 9:00,46.71,41.76,34.59,43.65,32.92,0.839,0.168,0.235,0.067,NAN,0.235
4/16/16 10:00,46.8,41.8,34.62,43.62,32.97,0.834,0.168,0.235,0.067,NAN,0.235
4/16/16 11:00,46.9,41.85,34.64,43.64,33.05,0.817,0.168,0.235,0.067,NAN,0.235
4/16/16 12:00,47.02,41.87,34.64,43.73,33.11,0.828,0.168,0.235,0.067,NAN,0.235
4/16/16 13:00,47.22,41.92,34.7,43.92,33.17,0.811,0.168,0.235,0.067,NAN,0.235
4/16/16 14:00,47.32,41.9,34.76,44.13,33.19,0.822,0.168,0.235,0.067,NAN,0.235
4/16/16 15:00,47.43,41.91,34.83,44.31,33.19,0.817,0.168,0.235,0.067,NAN,0.235
4/16/16 16:00,47.52,41.91,34.89,44.44,33.24,0.811,0.173,0.235,0.067,NAN,0.235
4/16/16 17:00,47.59,41.92,34.97,44.56,33.26,0.833,0.168,0.235,0.067,NAN,0.235
4/16/16 18:00,47.62,41.98,34.97,44.68,33.33,0.833,0.168,0.235,0.067,NAN,0.235
4/16/16 19:00,47.62,42.02,35.02,44.74,33.4,0.828,0.168,0.235,0.067,NAN,0.235
4/16/16 20:00,47.63,42.07,35.09,44.77,33.47,0.811,0.168,0.235,0.067,NAN,0.235
4/16/16 21:00,47.63,42.13,35.11,47.29,33.53,0.806,0.168,0.235,0.067,NAN,0.235
4/16/16 22:00,47.55,42.13,35.09,45.2,33.54,0.806,0.168,0.235,0.067,NAN,0.235
4/16/16 23:00,47.44,42.14,35.05,44.68,33.54,0.806,0.168,0.235,0.067,NAN,0.235
4/17/16 0:00,47.36,42.14,35.05,44.49,33.54,0.806,0.168,0.235,0.067,NAN,0.235
4/17/16 1:00,47.27,42.14,35.01,44.36,33.51,0.806,0.168,0.235,0.067,NAN,0.235
4/17/16 2:00,47.18,42.12,34.98,44.22,33.46,0.806,0.168,0.235,0.067,NAN,0.235
4/17/16 3:00,47.11,42.07,34.93,44.11,33.41,0.812,0.168,0.235,0.067,NAN,0.235
4/17/16 4:00,47.52,42.09,34.94,44.05,33.41,0.806,0.168,0.235,0.067,NAN,0.235
4/17/16 5:00,47.93,42.14,34.97,44.02,33.41,0.806,0.168,0.235,0.067,NAN,0.235
4/17/16 6:00,47.88,42.14,34.99,44.02,33.41,0.806,0.168,0.235,0.067,NAN,0.235
4/17/16 7:00,47.86,42.2,35,44.02,33.41,0.806,0.168,0.235,0.067,NAN,0.235
4/17/16 8:00,47.91,42.23,35.04,44.02,33.47,0.806,0.168,0.235,0.067,NAN,0.235
4/17/16 9:00,47.98,42.3,35.05,44.04,33.49,0.806,0.168,0.235,0.067,NAN,0.235
4/17/16 10:00,48.04,42.33,35.07,44.07,33.52,0.806,0.168,0.235,0.067,NAN,0.235
4/17/16 11:00,48.04,42.39,35.11,44.13,33.55,0.806,0.168,0.235,0.067,NAN,0.235
4/17/16 12:00,48.09,42.44,35.16,44.21,33.61,0.806,0.168,0.235,0.067,NAN,0.235
4/17/16 13:00,48.12,42.48,35.17,44.32,33.66,0.811,0.168,0.235,0.067,NAN,0.235
4/17/16 14:00,48.16,42.54,35.18,44.43,33.73,0.805,0.168,0.235,0.067,NAN,0.235
4/17/16 15:00,48.19,42.59,35.24,44.52,33.77,0.805,0.168,0.235,0.067,NAN,0.235
4/17/16 16:00,48.22,42.65,35.29,44.63,33.8,0.805,0.168,0.235,0.067,NAN,0.235
4/17/16 17:00,48.18,42.66,35.33,44.69,33.86,0.805,0.168,0.235,0.067,NAN,0.235
4/17/16 18:00,48.16,42.66,35.37,44.75,33.87,0.805,0.168,0.235,0.067,NAN,0.235
4/17/16 19:00,48.17,42.7,35.39,44.8,33.93,0.806,0.168,0.235,0.067,NAN,0.235
4/17/16 20:00,48.17,42.73,35.43,44.81,33.98,0.811,0.168,0.235,0.067,NAN,0.235
4/17/16 21:00,48.15,42.76,35.44,44.81,34,0.811,0.168,0.235,0.067,NAN,0.235
4/17/16 22:00,48.1,42.8,35.45,44.81,34.03,0.806,0.168,0.235,0.067,NAN,0.235
4/17/16 23:00,48.05,42.8,35.45,44.75,34.03,0.806,0.168,0.235,0.067,NAN,0.235
4/18/16 0:00,48,42.81,35.46,44.69,34.01,0.806,0.168,0.235,0.067,NAN,0.235
4/18/16 1:00,47.93,42.77,35.45,44.63,33.96,0.806,0.168,0.235,0.067,NAN,0.235
4/18/16 2:00,47.85,42.74,35.45,44.54,33.91,0.806,0.168,0.235,0.067,NAN,0.235
4/18/16 3:00,47.78,42.69,35.4,44.47,33.86,0.806,0.168,0.235,0.067,NAN,0.235
4/18/16 4:00,47.78,42.68,35.39,44.41,33.81,0.806,0.168,0.235,0.067,NAN,0.235
4/18/16 5:00,47.78,42.68,35.39,44.36,33.81,0.806,0.168,0.235,0.067,NAN,0.235
4/18/16 6:00,47.79,42.68,35.41,44.37,33.82,0.806,0.168,0.235,0.067,NAN,0.235
4/18/16 7:00,47.84,42.75,35.44,44.47,33.82,0.806,0.168,0.235,0.067,NAN,0.235
4/18/16 8:00,47.87,42.75,35.46,44.39,33.81,0.812,0.168,0.235,0.067,NAN,0.235
4/18/16 9:00,47.91,42.74,35.47,44.39,33.81,0.806,0.168,0.235,0.067,NAN,0.235
4/18/16 10:00,47.97,42.78,35.49,44.42,33.85,0.811,0.168,0.235,0.067,NAN,0.235
4/18/16 11:00,48.03,42.8,35.46,44.5,33.87,0.839,0.168,0.235,0.067,NAN,0.235
4/18/16 12:00,48.13,42.82,35.47,44.58,33.91,0.817,0.168,0.235,0.067,NAN,0.235
4/18/16 13:00,48.22,42.81,35.48,44.69,33.95,0.822,0.168,0.235,0.067,NAN,0.235
4/18/16 14:00,48.22,42.79,35.5,44.78,34,0.811,0.168,0.235,0.067,NAN,0.235
4/18/16 15:00,48.11,42.76,35.46,44.8,34.1,0.822,0.168,0.235,0.067,NAN,0.235
4/18/16 16:00,47.97,42.72,35.41,44.74,34.15,0.839,0.168,0.235,0.067,NAN,0.235
4/18/16 17:00,47.84,42.7,35.37,44.65,34.21,0.823,0.168,0.235,0.067,NAN,0.235
4/18/16 18:00,47.73,42.68,35.32,44.57,34.25,0.811,0.168,0.235,0.067,NAN,0.235
4/18/16 19:00,47.57,42.61,35.26,44.47,34.3,0.806,0.168,0.235,0.067,NAN,0.235
4/18/16 20:00,47.4,42.54,35.19,44.36,34.29,0.806,0.168,0.235,0.067,NAN,0.235
4/18/16 21:00,47.21,42.47,35.13,44.28,34.31,0.806,0.168,0.235,0.067,NAN,0.235
4/18/16 22:00,46.98,42.37,35.06,44.17,34.31,0.806,0.168,0.235,0.067,NAN,0.235
4/18/16 23:00,46.74,42.25,34.96,44.06,34.31,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 0:00,46.54,42.15,34.87,43.98,34.26,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 1:00,46.36,42.09,34.79,43.9,34.22,0.823,0.168,0.235,0.067,NAN,0.235
4/19/16 2:00,46.26,42.1,34.75,43.83,34.19,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 3:00,46.16,42.08,34.72,43.82,34.19,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 4:00,46.07,42.03,34.67,43.78,34.12,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 5:00,46.02,41.96,34.68,43.76,34.11,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 6:00,45.97,41.88,34.66,43.74,34.05,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 7:00,45.91,41.8,34.65,43.71,34.05,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 8:00,45.88,41.73,34.64,43.69,34.04,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 9:00,45.77,41.63,34.58,43.72,34.01,0.811,0.168,0.235,0.067,NAN,0.235
4/19/16 10:00,45.75,41.51,34.59,43.59,33.97,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 11:00,45.75,41.41,34.62,43.57,33.97,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 12:00,45.69,41.29,34.61,43.7,33.97,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 13:00,45.64,41.15,34.58,43.75,33.92,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 14:00,45.56,41.02,34.58,43.8,33.9,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 15:00,45.5,40.9,34.57,43.82,33.87,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 16:00,45.37,40.8,34.49,43.84,33.81,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 17:00,45.22,40.7,34.4,43.81,33.75,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 18:00,45.06,40.63,34.4,46.91,33.71,0.783,0.168,0.235,0.067,NAN,0.235
4/19/16 19:00,44.87,40.54,34.33,44.25,33.71,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 20:00,44.68,40.43,34.26,43.71,33.71,0.806,0.168,0.235,0.067,NAN,0.235
4/19/16 21:00,44.53,40.35,34.21,43.58,33.71,0.828,0.168,0.235,0.067,NAN,0.235
4/19/16 22:00,44.4,40.29,34.14,43.48,33.75,0.839,0.168,0.235,0.067,NAN,0.235
4/19/16 23:00,44.31,40.25,34.08,43.39,33.78,0.817,0.168,0.235,0.067,NAN,0.235
4/20/16 0:00,44.26,40.2,34,43.29,33.78,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 1:00,44.22,40.15,33.94,43.19,33.74,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 2:00,44.22,40.12,33.89,43.14,33.71,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 3:00,44.19,40.12,33.84,43.08,33.71,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 4:00,44.24,40.12,33.83,43.04,33.71,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 5:00,44.28,40.12,33.8,43.04,33.68,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 6:00,44.35,40.12,33.78,43.04,33.66,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 7:00,44.39,40.12,33.79,43.04,33.64,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 8:00,44.46,40.12,33.84,43.05,33.64,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 9:00,44.52,40.12,33.84,43.07,33.58,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 10:00,44.58,40.11,33.89,43.13,33.51,0.8,0.168,0.235,0.067,NAN,0.235
4/20/16 11:00,44.71,40.11,33.95,43.26,33.47,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 12:00,44.87,40.11,34.08,43.41,33.47,0.772,0.168,0.235,0.067,NAN,0.235
4/20/16 13:00,44.9,40.06,34.09,43.58,33.39,0.794,0.168,0.235,0.067,NAN,0.235
4/20/16 14:00,44.96,39.99,34.11,43.67,33.33,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 15:00,45.05,39.98,34.11,43.73,33.27,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 16:00,45.15,39.98,34.14,43.78,33.25,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 17:00,45.33,39.98,34.18,43.86,33.2,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 18:00,45.5,40.01,34.26,43.99,33.2,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 19:00,45.6,40.05,34.31,44.09,33.2,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 20:00,45.68,40.05,34.31,44.15,33.24,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 21:00,45.69,40.1,34.32,44.14,33.26,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 22:00,45.69,40.11,34.31,44.13,33.27,0.806,0.168,0.235,0.067,NAN,0.235
4/20/16 23:00,45.69,40.18,34.31,44.08,33.28,0.806,0.168,0.235,0.067,NAN,0.235
4/21/16 0:00,45.69,40.22,34.31,44.03,33.33,0.806,0.168,0.235,0.067,NAN,0.235
4/21/16 1:00,45.73,40.25,34.28,43.98,33.33,0.806,0.168,0.235,0.067,NAN,0.235
4/21/16 2:00,45.69,40.25,34.24,43.91,33.33,0.806,0.168,0.235,0.067,NAN,0.235
4/21/16 3:00,45.69,40.32,34.23,43.85,33.33,0.806,0.168,0.235,0.067,NAN,0.235
4/21/16 4:00,45.69,40.32,34.19,43.81,33.34,0.806,0.168,0.235,0.067,NAN,0.235
4/21/16 5:00,45.69,40.33,34.19,43.75,33.39,0.811,0.168,0.235,0.067,NAN,0.235
4/21/16 6:00,45.68,40.39,34.21,43.75,33.44,0.795,0.168,0.235,0.067,NAN,0.235
4/21/16 7:00,45.58,40.4,34.21,43.75,33.44,0.789,0.168,0.235,0.067,NAN,0.235
4/21/16 8:00,45.44,40.36,34.16,43.67,33.42,0.784,0.168,0.235,0.067,NAN,0.235
4/21/16 9:00,45.33,40.31,34.12,43.58,33.4,0.795,0.168,0.235,0.067,NAN,0.235
4/21/16 10:00,45.24,40.26,34.08,43.48,33.42,0.772,0.168,0.235,0.067,NAN,0.235
4/21/16 11:00,45.08,40.15,34.04,43.49,33.41,0.795,0.168,0.235,0.067,NAN,0.235
4/21/16 12:00,44.91,40.02,34.01,43.47,33.36,0.783,0.168,0.235,0.067,NAN,0.235
4/21/16 13:00,44.88,39.9,34.02,43.49,33.33,0.789,0.168,0.235,0.067,NAN,0.235
4/21/16 14:00,44.94,39.8,34.04,43.58,33.29,0.778,0.168,0.235,0.067,NAN,0.235
4/21/16 15:00,44.95,39.71,34.08,43.71,33.22,0.778,0.168,0.235,0.067,NAN,0.235
4/21/16 16:00,45,39.71,34.11,43.85,33.2,0.778,0.168,0.235,0.067,NAN,0.235
4/21/16 17:00,45.02,39.67,34.16,43.98,33.2,0.783,0.168,0.235,0.067,NAN,0.235
4/21/16 18:00,45.08,39.64,34.17,44.1,33.2,0.794,0.168,0.235,0.067,NAN,0.235
4/21/16 19:00,45.08,39.64,34.23,44.08,33.2,0.783,0.168,0.235,0.067,NAN,0.235
4/21/16 20:00,45.13,39.64,34.24,44.09,33.2,0.794,0.168,0.235,0.067,NAN,0.235
4/21/16 21:00,45.15,39.64,34.26,44.11,33.2,0.783,0.168,0.235,0.067,NAN,0.235
